game_num,completed_at,first_guess,word,turns
84,2022-01-12 01:23:22.121502,would,raoul,3
85,2022-01-12 01:23:22.251172,would,dolor,6
86,2022-01-12 01:23:22.378550,would,olsen,4
87,2022-01-12 01:23:22.515745,would,boggs,5
88,2022-01-12 01:23:22.661480,would,pitta,5
89,2022-01-12 01:23:22.802393,would,saarc,5
90,2022-01-12 01:23:22.935426,would,coffs,8
91,2022-01-12 01:23:23.061592,would,baloo,4
92,2022-01-12 01:23:23.199116,would,lilia,6
93,2022-01-12 01:23:23.318061,would,kayla,4
94,2022-01-12 01:23:23.462116,would,zarya,4
95,2022-01-12 01:23:23.582271,would,tyrod,4
96,2022-01-12 01:23:23.727986,would,macys,6
97,2022-01-12 01:23:23.844560,would,asura,5
98,2022-01-12 01:23:23.971618,would,poise,5
99,2022-01-12 01:23:24.114648,would,janey,4
0,2022-01-12 01:23:24.238651,other,amgen,4
1,2022-01-12 01:23:24.365618,other,momma,6
2,2022-01-12 01:23:24.496570,other,wayyy,7
3,2022-01-12 01:23:24.608492,other,party,3
4,2022-01-12 01:23:24.730027,other,gagne,4
5,2022-01-12 01:23:24.861297,other,yukio,5
6,2022-01-12 01:23:24.982918,other,pithy,4
7,2022-01-12 01:23:25.116207,other,lilli,7
8,2022-01-12 01:23:25.240169,other,plait,5
9,2022-01-12 01:23:25.359767,other,navel,4
10,2022-01-12 01:23:25.483135,other,index,3
11,2022-01-12 01:23:25.606630,other,threw,3
12,2022-01-12 01:23:25.723962,other,filet,4
13,2022-01-12 01:23:25.844970,other,ollie,4
14,2022-01-12 01:23:25.960814,other,south,2
15,2022-01-12 01:23:26.082471,other,brule,5
16,2022-01-12 01:23:26.200288,other,chefs,6
17,2022-01-12 01:23:26.329350,other,trobe,5
18,2022-01-12 01:23:26.451949,other,earns,4
19,2022-01-12 01:23:26.565974,other,porky,6
20,2022-01-12 01:23:26.678937,other,ghani,6
21,2022-01-12 01:23:26.793375,other,donte,7
22,2022-01-12 01:23:26.921012,other,pricy,6
23,2022-01-12 01:23:27.059698,other,comme,5
24,2022-01-12 01:23:27.184989,other,mazel,5
25,2022-01-12 01:23:27.309593,other,kovac,5
26,2022-01-12 01:23:27.436473,other,glass,3
27,2022-01-12 01:23:27.568197,other,gilad,4
28,2022-01-12 01:23:27.714798,other,yegor,6
29,2022-01-12 01:23:27.840837,other,000kb,8
30,2022-01-12 01:23:27.956346,other,merwe,6
31,2022-01-12 01:23:28.078808,other,float,3
32,2022-01-12 01:23:28.210969,other,geeks,5
33,2022-01-12 01:23:28.343955,other,maher,3
34,2022-01-12 01:23:28.468102,other,arroz,4
35,2022-01-12 01:23:28.592604,other,metre,4
36,2022-01-12 01:23:28.716249,other,shiba,6
37,2022-01-12 01:23:28.834096,other,germs,5
38,2022-01-12 01:23:28.949944,other,below,3
39,2022-01-12 01:23:29.076700,other,crank,6
40,2022-01-12 01:23:29.212221,other,mains,5
41,2022-01-12 01:23:29.326178,other,gabor,4
42,2022-01-12 01:23:29.453534,other,allan,3
43,2022-01-12 01:23:29.581417,other,unsub,5
44,2022-01-12 01:23:29.731309,other,cress,5
45,2022-01-12 01:23:29.848084,other,shuai,4
46,2022-01-12 01:23:29.973068,other,suing,4
47,2022-01-12 01:23:30.088341,other,vouch,5
48,2022-01-12 01:23:30.210258,other,capex,4
49,2022-01-12 01:23:30.327387,other,jules,5
50,2022-01-12 01:23:30.454975,other,binny,8
51,2022-01-12 01:23:30.576414,other,jesús,6
52,2022-01-12 01:23:30.704436,other,fuqua,5
53,2022-01-12 01:23:30.830314,other,000bn,4
54,2022-01-12 01:23:30.945090,other,jafar,5
55,2022-01-12 01:23:31.064101,other,prize,5
56,2022-01-12 01:23:31.180133,other,dooms,7
57,2022-01-12 01:23:31.307856,other,calla,5
58,2022-01-12 01:23:31.437662,other,kapil,6
59,2022-01-12 01:23:31.550881,other,melty,4
60,2022-01-12 01:23:31.663431,other,miser,7
61,2022-01-12 01:23:31.787240,other,devan,6
62,2022-01-12 01:23:31.903544,other,binet,5
63,2022-01-12 01:23:32.014317,other,gator,3
64,2022-01-12 01:23:32.129104,other,tigre,3
65,2022-01-12 01:23:32.245443,other,hoyle,5
66,2022-01-12 01:23:32.368019,other,navel,4
67,2022-01-12 01:23:32.483017,other,mists,4
68,2022-01-12 01:23:32.600351,other,foote,3
69,2022-01-12 01:23:32.714726,other,kakao,6
70,2022-01-12 01:23:32.836251,other,willy,5
71,2022-01-12 01:23:32.955213,other,glide,4
72,2022-01-12 01:23:33.071143,other,maori,5
73,2022-01-12 01:23:33.186044,other,sawed,5
74,2022-01-12 01:23:33.301590,other,eager,6
75,2022-01-12 01:23:33.418634,other,wonga,5
76,2022-01-12 01:23:33.530705,other,tikka,5
77,2022-01-12 01:23:33.648102,other,haile,3
78,2022-01-12 01:23:33.764819,other,emcee,5
79,2022-01-12 01:23:33.879076,other,katey,7
80,2022-01-12 01:23:34.002083,other,rolla,5
81,2022-01-12 01:23:34.165879,other,splay,4
82,2022-01-12 01:23:34.278250,other,johan,3
83,2022-01-12 01:23:34.394551,other,robin,5
84,2022-01-12 01:23:34.525914,other,ferns,7
85,2022-01-12 01:23:34.654139,other,dulce,4
86,2022-01-12 01:23:34.776925,other,clave,5
87,2022-01-12 01:23:34.893263,other,mints,5
88,2022-01-12 01:23:35.016622,other,torts,7
89,2022-01-12 01:23:35.141639,other,tioga,3
90,2022-01-12 01:23:35.261285,other,stank,8
91,2022-01-12 01:23:35.380887,other,chook,6
92,2022-01-12 01:23:35.518211,other,banga,5
93,2022-01-12 01:23:35.642987,other,rosin,5
94,2022-01-12 01:23:35.794940,other,bebop,4
95,2022-01-12 01:23:35.920941,other,erste,5
96,2022-01-12 01:23:36.036965,other,czech,4
97,2022-01-12 01:23:36.172410,other,songz,5
98,2022-01-12 01:23:36.313745,other,bayer,6
99,2022-01-12 01:23:36.431275,other,colin,4
0,2022-01-12 01:23:36.557005,after,rimes,6
1,2022-01-12 01:23:36.708988,after,igloo,5
2,2022-01-12 01:23:36.825804,after,zetas,4
3,2022-01-12 01:23:36.938844,after,tighe,3
4,2022-01-12 01:23:37.050951,after,whiff,4
5,2022-01-12 01:23:37.172633,after,likes,5
6,2022-01-12 01:23:37.295469,after,lysol,5
7,2022-01-12 01:23:37.428148,after,hajji,10
8,2022-01-12 01:23:37.551638,after,gatto,7
9,2022-01-12 01:23:37.679771,after,blake,5
10,2022-01-12 01:23:37.804866,after,chasm,4
11,2022-01-12 01:23:37.927009,after,levin,4
12,2022-01-12 01:23:38.053387,after,haile,7
13,2022-01-12 01:23:38.182717,after,harks,7
14,2022-01-12 01:23:38.319072,after,junks,7
15,2022-01-12 01:23:38.440433,after,astra,3
16,2022-01-12 01:23:38.571220,after,towel,4
17,2022-01-12 01:23:38.693805,after,raitt,4
18,2022-01-12 01:23:38.814107,after,keshi,6
19,2022-01-12 01:23:38.935689,after,chump,4
20,2022-01-12 01:23:39.047300,after,hunts,4
21,2022-01-12 01:23:39.173098,after,probe,5
22,2022-01-12 01:23:39.289186,after,wharf,4
23,2022-01-12 01:23:39.402933,after,melts,5
24,2022-01-12 01:23:39.515483,after,greer,6
25,2022-01-12 01:23:39.638078,after,genki,5
26,2022-01-12 01:23:39.769701,after,vidya,4
27,2022-01-12 01:23:39.880762,after,frown,3
28,2022-01-12 01:23:40.018713,after,songz,5
29,2022-01-12 01:23:40.140620,after,welts,7
30,2022-01-12 01:23:40.268864,after,veera,5
31,2022-01-12 01:23:40.403625,after,shack,5
32,2022-01-12 01:23:40.519839,after,yokes,4
33,2022-01-12 01:23:40.637501,after,crocs,5
34,2022-01-12 01:23:40.773953,after,g0000,5
35,2022-01-12 01:23:40.890614,after,puffs,5
36,2022-01-12 01:23:41.023698,after,ulsan,4
37,2022-01-12 01:23:41.156490,after,clank,4
38,2022-01-12 01:23:41.286616,after,souza,6
39,2022-01-12 01:23:41.404643,after,upper,5
40,2022-01-12 01:23:41.521176,after,beets,5
41,2022-01-12 01:23:41.636694,after,elses,6
42,2022-01-12 01:23:41.770720,after,jaxon,7
43,2022-01-12 01:23:41.895378,after,ennio,5
44,2022-01-12 01:23:42.021141,after,cease,4
45,2022-01-12 01:23:42.156096,after,hairy,3
46,2022-01-12 01:23:42.273615,after,emerg,4
47,2022-01-12 01:23:42.392107,after,prise,7
48,2022-01-12 01:23:42.504429,after,telex,7
49,2022-01-12 01:23:42.625614,after,stahl,6
50,2022-01-12 01:23:42.748611,after,aetna,2
51,2022-01-12 01:23:42.868878,after,dovey,7
52,2022-01-12 01:23:42.999139,after,vulva,5
53,2022-01-12 01:23:43.116545,after,reena,5
54,2022-01-12 01:23:43.233197,after,arson,4
55,2022-01-12 01:23:43.359116,after,weibo,3
56,2022-01-12 01:23:43.501402,after,banco,7
57,2022-01-12 01:23:43.626067,after,crack,3
58,2022-01-12 01:23:43.750160,after,patti,4
59,2022-01-12 01:23:43.870340,after,techs,3
60,2022-01-12 01:23:43.999542,after,vapor,5
61,2022-01-12 01:23:44.124187,after,sapir,6
62,2022-01-12 01:23:44.242898,after,cline,5
63,2022-01-12 01:23:44.378039,after,codon,5
64,2022-01-12 01:23:44.505475,after,vicki,5
65,2022-01-12 01:23:44.622171,after,adler,4
66,2022-01-12 01:23:44.748252,after,scary,4
67,2022-01-12 01:23:44.864496,after,roode,8
68,2022-01-12 01:23:44.987798,after,yolks,4
69,2022-01-12 01:23:45.109139,after,plebs,4
70,2022-01-12 01:23:45.227514,after,esper,5
71,2022-01-12 01:23:45.355715,after,hawks,4
72,2022-01-12 01:23:45.471509,after,pratt,5
73,2022-01-12 01:23:45.583728,after,defer,3
74,2022-01-12 01:23:45.698699,after,toshi,4
75,2022-01-12 01:23:45.815019,after,abies,6
76,2022-01-12 01:23:45.941741,after,plays,5
77,2022-01-12 01:23:46.074270,after,bajwa,6
78,2022-01-12 01:23:46.200061,after,lasso,4
79,2022-01-12 01:23:46.323442,after,était,5
80,2022-01-12 01:23:46.441763,after,buyer,6
81,2022-01-12 01:23:46.555188,after,prato,6
82,2022-01-12 01:23:46.667988,after,hints,4
83,2022-01-12 01:23:46.783843,after,wmata,4
84,2022-01-12 01:23:46.900785,after,penny,3
85,2022-01-12 01:23:47.022538,after,cubic,4
86,2022-01-12 01:23:47.148389,after,000ms,5
87,2022-01-12 01:23:47.267586,after,gluck,5
88,2022-01-12 01:23:47.387142,after,krabi,5
89,2022-01-12 01:23:47.506853,after,maeve,7
90,2022-01-12 01:23:47.635296,after,havok,6
91,2022-01-12 01:23:47.756309,after,smock,6
92,2022-01-12 01:23:47.869830,after,aesop,4
93,2022-01-12 01:23:47.987492,after,lucid,4
94,2022-01-12 01:23:48.096964,after,bjorn,6
95,2022-01-12 01:23:48.220019,after,colin,5
96,2022-01-12 01:23:48.353419,after,jakub,7
97,2022-01-12 01:23:48.475213,after,dusky,6
98,2022-01-12 01:23:48.588799,after,alena,5
99,2022-01-12 01:23:48.714204,after,emoji,5
0,2022-01-12 01:23:48.830937,first,autre,5
1,2022-01-12 01:23:48.968085,first,cynon,5
2,2022-01-12 01:23:49.085052,first,piero,3
3,2022-01-12 01:23:49.216205,first,canoe,5
4,2022-01-12 01:23:49.336072,first,goner,7
5,2022-01-12 01:23:49.448884,first,tacks,6
6,2022-01-12 01:23:49.568394,first,pumps,6
7,2022-01-12 01:23:49.688060,first,banes,7
8,2022-01-12 01:23:49.809516,first,amida,5
9,2022-01-12 01:23:49.920906,first,toner,4
10,2022-01-12 01:23:50.081518,first,bobbi,5
11,2022-01-12 01:23:50.197551,first,linus,4
12,2022-01-12 01:23:50.311038,first,grata,4
13,2022-01-12 01:23:50.424091,first,emote,5
14,2022-01-12 01:23:50.537474,first,elite,4
15,2022-01-12 01:23:50.650639,first,tiene,4
16,2022-01-12 01:23:50.774319,first,omnia,6
17,2022-01-12 01:23:50.883660,first,fewer,3
18,2022-01-12 01:23:51.006842,first,finds,3
19,2022-01-12 01:23:51.129915,first,aegis,5
20,2022-01-12 01:23:51.258166,first,aubry,4
21,2022-01-12 01:23:51.371969,first,taper,5
22,2022-01-12 01:23:51.491926,first,deeps,5
23,2022-01-12 01:23:51.655550,first,nanak,6
24,2022-01-12 01:23:51.774431,first,vitor,4
25,2022-01-12 01:23:51.899546,first,rough,4
26,2022-01-12 01:23:52.039846,first,idiom,5
27,2022-01-12 01:23:52.182163,first,neely,5
28,2022-01-12 01:23:52.306247,first,salty,4
29,2022-01-12 01:23:52.426400,first,mitzi,6
30,2022-01-12 01:23:52.537824,first,stent,4
31,2022-01-12 01:23:52.654874,first,paltz,5
32,2022-01-12 01:23:52.798955,first,hough,6
33,2022-01-12 01:23:52.919391,first,flaws,5
34,2022-01-12 01:23:53.042334,first,hails,7
35,2022-01-12 01:23:53.161872,first,lochs,6
36,2022-01-12 01:23:53.306577,first,naman,7
37,2022-01-12 01:23:53.433854,first,parka,6
38,2022-01-12 01:23:53.559831,first,deals,4
39,2022-01-12 01:23:53.682770,first,track,3
40,2022-01-12 01:23:53.806162,first,minty,5
41,2022-01-12 01:23:53.928899,first,murry,5
42,2022-01-12 01:23:54.064556,first,clegg,4
43,2022-01-12 01:23:54.175426,first,feign,3
44,2022-01-12 01:23:54.298124,first,ernst,4
45,2022-01-12 01:23:54.413044,first,orsay,4
46,2022-01-12 01:23:54.529417,first,otten,5
47,2022-01-12 01:23:54.651758,first,hands,3
48,2022-01-12 01:23:54.775300,first,tanto,4
49,2022-01-12 01:23:54.913863,first,gazza,6
50,2022-01-12 01:23:55.029519,first,burry,5
51,2022-01-12 01:23:55.155025,first,sence,5
52,2022-01-12 01:23:55.272946,first,adapt,4
53,2022-01-12 01:23:55.403517,first,alloa,5
54,2022-01-12 01:23:55.541017,first,jocko,5
55,2022-01-12 01:23:55.670968,first,seale,4
56,2022-01-12 01:23:55.798149,first,greer,5
57,2022-01-12 01:23:55.926442,first,lucic,5
58,2022-01-12 01:23:56.043860,first,faust,3
59,2022-01-12 01:23:56.161460,first,erich,5
60,2022-01-12 01:23:56.278868,first,diene,4
61,2022-01-12 01:23:56.411054,first,goals,4
62,2022-01-12 01:23:56.542499,first,shiga,6
63,2022-01-12 01:23:56.668604,first,gipsy,3
64,2022-01-12 01:23:56.813501,first,label,5
65,2022-01-12 01:23:56.932801,first,posse,4
66,2022-01-12 01:23:57.061059,first,ramis,3
67,2022-01-12 01:23:57.186484,first,madre,4
68,2022-01-12 01:23:57.320739,first,verna,5
69,2022-01-12 01:23:57.445598,first,braun,4
70,2022-01-12 01:23:57.561689,first,shrug,5
71,2022-01-12 01:23:57.679342,first,strat,3
72,2022-01-12 01:23:57.809453,first,yondu,4
73,2022-01-12 01:23:57.922728,first,fetid,3
74,2022-01-12 01:23:58.044341,first,boson,5
75,2022-01-12 01:23:58.151888,first,aloof,4
76,2022-01-12 01:23:58.272755,first,malls,6
77,2022-01-12 01:23:58.391027,first,wroth,4
78,2022-01-12 01:23:58.509203,first,lowes,6
79,2022-01-12 01:23:58.625744,first,pusan,4
80,2022-01-12 01:23:58.742240,first,taleb,5
81,2022-01-12 01:23:58.876360,first,conny,6
82,2022-01-12 01:23:58.999809,first,erste,4
83,2022-01-12 01:23:59.136089,first,klara,5
84,2022-01-12 01:23:59.269208,first,benin,6
85,2022-01-12 01:23:59.397518,first,birks,4
86,2022-01-12 01:23:59.534037,first,mango,4
87,2022-01-12 01:23:59.653661,first,brain,3
88,2022-01-12 01:23:59.778597,first,match,4
89,2022-01-12 01:23:59.907767,first,noice,4
90,2022-01-12 01:24:00.032457,first,malts,6
91,2022-01-12 01:24:00.154551,first,timer,3
92,2022-01-12 01:24:00.282902,first,jokes,5
93,2022-01-12 01:24:00.407793,first,trams,6
94,2022-01-12 01:24:00.542281,first,denby,5
95,2022-01-12 01:24:00.666330,first,hippy,7
96,2022-01-12 01:24:00.799111,first,andie,5
97,2022-01-12 01:24:00.917503,first,afzal,3
98,2022-01-12 01:24:01.042973,first,verry,9
99,2022-01-12 01:24:01.159916,first,frees,3
0,2022-01-12 01:24:01.308678,think,lauer,4
1,2022-01-12 01:24:01.432195,think,canio,4
2,2022-01-12 01:24:01.576903,think,sealy,6
3,2022-01-12 01:24:01.705297,think,irvin,6
4,2022-01-12 01:24:01.852536,think,gerry,9
5,2022-01-12 01:24:01.985985,think,inman,5
6,2022-01-12 01:24:02.117517,think,onsen,5
7,2022-01-12 01:24:02.235321,think,hirai,5
8,2022-01-12 01:24:02.362211,think,klose,4
9,2022-01-12 01:24:02.482641,think,knick,2
10,2022-01-12 01:24:02.598476,think,sainz,5
11,2022-01-12 01:24:02.724083,think,limon,4
12,2022-01-12 01:24:02.848350,think,snafu,5
13,2022-01-12 01:24:02.984705,think,cella,9
14,2022-01-12 01:24:03.103321,think,djinn,5
15,2022-01-12 01:24:03.252044,think,geass,5
16,2022-01-12 01:24:03.387488,think,salud,4
17,2022-01-12 01:24:03.528255,think,ayers,4
18,2022-01-12 01:24:03.642630,think,tense,3
19,2022-01-12 01:24:03.759097,think,takis,3
20,2022-01-12 01:24:03.873474,think,whale,4
21,2022-01-12 01:24:03.986772,think,lhasa,4
22,2022-01-12 01:24:04.108627,think,mungo,5
23,2022-01-12 01:24:04.226417,think,fenix,7
24,2022-01-12 01:24:04.352982,think,grown,4
25,2022-01-12 01:24:04.469329,think,motel,5
26,2022-01-12 01:24:04.586746,think,haste,4
27,2022-01-12 01:24:04.735236,think,douro,5
28,2022-01-12 01:24:04.868274,think,upham,4
29,2022-01-12 01:24:04.988398,think,irony,3
30,2022-01-12 01:24:05.112090,think,ficus,3
31,2022-01-12 01:24:05.238747,think,paise,4
32,2022-01-12 01:24:05.385732,think,crocs,6
33,2022-01-12 01:24:05.507327,think,corsi,4
34,2022-01-12 01:24:05.621546,think,swart,6
35,2022-01-12 01:24:05.751469,think,piles,6
36,2022-01-12 01:24:05.889849,think,leroy,4
37,2022-01-12 01:24:06.004534,think,flesh,4
38,2022-01-12 01:24:06.125489,think,piggy,5
39,2022-01-12 01:24:06.240229,think,husky,3
40,2022-01-12 01:24:06.365993,think,dodie,7
41,2022-01-12 01:24:06.492598,think,luann,5
42,2022-01-12 01:24:06.615812,think,asahi,4
43,2022-01-12 01:24:06.756611,think,durga,4
44,2022-01-12 01:24:06.874804,think,phase,4
45,2022-01-12 01:24:07.004176,think,pests,6
46,2022-01-12 01:24:07.135442,think,mansa,6
47,2022-01-12 01:24:07.258990,think,patri,4
48,2022-01-12 01:24:07.417855,think,grill,4
49,2022-01-12 01:24:07.561481,think,wanda,4
50,2022-01-12 01:24:07.714892,think,safer,4
51,2022-01-12 01:24:07.906489,think,greco,5
52,2022-01-12 01:24:08.072307,think,retry,5
53,2022-01-12 01:24:08.212506,think,curve,4
54,2022-01-12 01:24:08.372564,think,mujer,6
55,2022-01-12 01:24:08.529250,think,capps,5
56,2022-01-12 01:24:08.652865,think,hives,5
57,2022-01-12 01:24:08.775120,think,kenai,4
58,2022-01-12 01:24:08.892364,think,brisk,3
59,2022-01-12 01:24:09.016818,think,philp,6
60,2022-01-12 01:24:09.141292,think,patna,5
61,2022-01-12 01:24:09.259505,think,knows,3
62,2022-01-12 01:24:09.395969,think,glens,5
63,2022-01-12 01:24:09.528511,think,civic,4
64,2022-01-12 01:24:09.696963,think,niece,3
65,2022-01-12 01:24:09.840603,think,barça,5
66,2022-01-12 01:24:09.993415,think,celeb,5
67,2022-01-12 01:24:10.108032,think,nuked,4
68,2022-01-12 01:24:10.227820,think,hanky,3
69,2022-01-12 01:24:10.350662,think,pupil,5
70,2022-01-12 01:24:10.490112,think,raper,6
71,2022-01-12 01:24:10.614573,think,vixen,4
72,2022-01-12 01:24:10.741422,think,mixes,4
73,2022-01-12 01:24:10.866538,think,atlee,4
74,2022-01-12 01:24:10.986550,think,tasks,4
75,2022-01-12 01:24:11.102998,think,janky,7
76,2022-01-12 01:24:11.222086,think,quali,4
77,2022-01-12 01:24:11.346700,think,heady,4
78,2022-01-12 01:24:11.471332,think,patna,5
79,2022-01-12 01:24:11.585847,think,lanky,5
80,2022-01-12 01:24:11.704648,think,paisa,3
81,2022-01-12 01:24:11.877370,think,paved,6
82,2022-01-12 01:24:12.000746,think,randy,5
83,2022-01-12 01:24:12.113595,think,shawl,4
84,2022-01-12 01:24:12.328030,think,screw,5
85,2022-01-12 01:24:12.458179,think,janus,6
86,2022-01-12 01:24:12.584991,think,plans,4
87,2022-01-12 01:24:12.719518,think,seren,4
88,2022-01-12 01:24:12.838992,think,chale,6
89,2022-01-12 01:24:12.963513,think,janis,3
90,2022-01-12 01:24:13.083527,think,whoah,4
91,2022-01-12 01:24:13.196184,think,shuri,5
92,2022-01-12 01:24:13.343616,think,valla,7
93,2022-01-12 01:24:13.492025,think,flare,6
94,2022-01-12 01:24:13.644298,think,moise,7
95,2022-01-12 01:24:13.770830,think,hoofs,5
96,2022-01-12 01:24:13.893270,think,tycho,4
97,2022-01-12 01:24:14.009952,think,yokai,4
98,2022-01-12 01:24:14.133843,think,morin,5
99,2022-01-12 01:24:14.265999,think,quaid,4
0,2022-01-12 01:24:14.392783,could,russo,4
1,2022-01-12 01:24:14.511710,could,plato,3
2,2022-01-12 01:24:14.682818,could,faint,6
3,2022-01-12 01:24:14.805387,could,virus,3
4,2022-01-12 01:24:14.925841,could,urine,3
5,2022-01-12 01:24:15.060722,could,zaria,6
6,2022-01-12 01:24:15.175695,could,muddy,4
7,2022-01-12 01:24:15.303307,could,frost,4
8,2022-01-12 01:24:15.440315,could,xviii,4
9,2022-01-12 01:24:15.562498,could,johns,4
10,2022-01-12 01:24:15.687057,could,foxes,7
11,2022-01-12 01:24:15.807354,could,gaunt,5
12,2022-01-12 01:24:15.924564,could,sayid,4
13,2022-01-12 01:24:16.064681,could,mazes,4
14,2022-01-12 01:24:16.182525,could,plows,6
15,2022-01-12 01:24:16.323477,could,maree,6
16,2022-01-12 01:24:16.463635,could,sepia,5
17,2022-01-12 01:24:16.600396,could,botha,7
18,2022-01-12 01:24:16.783001,could,ramus,6
19,2022-01-12 01:24:16.931091,could,gagne,5
20,2022-01-12 01:24:17.059997,could,turin,4
21,2022-01-12 01:24:17.208118,could,thing,4
22,2022-01-12 01:24:17.346654,could,tarik,5
23,2022-01-12 01:24:17.470233,could,omagh,4
24,2022-01-12 01:24:17.612887,could,annex,5
25,2022-01-12 01:24:17.744577,could,hotly,5
26,2022-01-12 01:24:17.889381,could,matzo,5
27,2022-01-12 01:24:18.019230,could,gomer,6
28,2022-01-12 01:24:18.168194,could,karam,6
29,2022-01-12 01:24:18.316413,could,marne,6
30,2022-01-12 01:24:18.431941,could,dowel,3
31,2022-01-12 01:24:18.555935,could,kamal,4
32,2022-01-12 01:24:18.702537,could,vamps,5
33,2022-01-12 01:24:18.857454,could,marat,5
34,2022-01-12 01:24:18.998286,could,karan,5
35,2022-01-12 01:24:19.116247,could,divvy,8
36,2022-01-12 01:24:19.231423,could,citys,5
37,2022-01-12 01:24:19.354106,could,u0000,6
38,2022-01-12 01:24:19.476129,could,rifle,4
39,2022-01-12 01:24:19.630236,could,satya,5
40,2022-01-12 01:24:19.802814,could,wyatt,4
41,2022-01-12 01:24:19.922916,could,valve,4
42,2022-01-12 01:24:20.066179,could,jukes,6
43,2022-01-12 01:24:20.187413,could,hutch,4
44,2022-01-12 01:24:20.312942,could,toddy,4
45,2022-01-12 01:24:20.442508,could,chock,4
46,2022-01-12 01:24:20.574861,could,myung,6
47,2022-01-12 01:24:20.712148,could,solow,6
48,2022-01-12 01:24:20.888354,could,mckee,5
49,2022-01-12 01:24:21.009891,could,aptly,4
50,2022-01-12 01:24:21.154346,could,taman,5
51,2022-01-12 01:24:21.323489,could,petra,4
52,2022-01-12 01:24:21.662266,could,siren,5
53,2022-01-12 01:24:21.817619,could,syrup,4
54,2022-01-12 01:24:21.948281,could,hills,5
55,2022-01-12 01:24:22.103950,could,stain,4
56,2022-01-12 01:24:22.241743,could,ghosh,4
57,2022-01-12 01:24:22.382353,could,dayna,6
58,2022-01-12 01:24:22.532103,could,megyn,4
59,2022-01-12 01:24:22.673098,could,brawl,4
60,2022-01-12 01:24:22.841052,could,windu,5
61,2022-01-12 01:24:23.049711,could,stays,4
62,2022-01-12 01:24:23.396978,could,hoffa,6
63,2022-01-12 01:24:23.703563,could,carne,6
64,2022-01-12 01:24:24.037592,could,lawal,6
65,2022-01-12 01:24:24.795564,could,smits,7
66,2022-01-12 01:24:25.278457,could,stung,4
67,2022-01-12 01:24:25.863501,could,limps,5
68,2022-01-12 01:24:26.288865,could,ewart,4
69,2022-01-12 01:24:26.589378,could,blanc,3
70,2022-01-12 01:24:26.979085,could,eakin,4
71,2022-01-12 01:24:27.203923,could,monae,5
72,2022-01-12 01:24:27.660833,could,volte,5
73,2022-01-12 01:24:27.857933,could,burke,4
74,2022-01-12 01:24:28.287688,could,cotes,9
75,2022-01-12 01:24:28.611114,could,ranch,4
76,2022-01-12 01:24:29.017881,could,hallo,3
77,2022-01-12 01:24:29.373470,could,arion,6
78,2022-01-12 01:24:29.592554,could,ostia,4
79,2022-01-12 01:24:29.879602,could,kissy,6
80,2022-01-12 01:24:30.380550,could,amish,4
81,2022-01-12 01:24:30.632593,could,lance,3
82,2022-01-12 01:24:30.947694,could,mogul,3
83,2022-01-12 01:24:31.150894,could,jesús,4
84,2022-01-12 01:24:31.272433,could,gilts,7
85,2022-01-12 01:24:31.404782,could,smack,6
86,2022-01-12 01:24:31.524769,could,snafu,5
87,2022-01-12 01:24:31.649877,could,cotta,6
88,2022-01-12 01:24:31.789397,could,cubic,4
